Date & Time,Total_consumption,y_pred
2015-11-01 00:00:00,0.937965555,1.994297547190789
2015-11-01 00:30:00,1.1411527790000002,1.3018117628026764
2015-11-01 01:00:00,1.2044849970000002,1.3341609510332177
2015-11-01 01:00:00,1.521246113,1.3659036605051922
2015-11-01 01:30:00,1.253786668,1.6352342728929081
2015-11-01 01:30:00,2.2498855570000003,1.468005721328358
2015-11-01 02:00:00,1.654531111,2.117062136790234
2015-11-01 02:30:00,1.466911113,1.7459625902343145
2015-11-01 03:00:00,1.2873583330000002,1.6197472199935707
2015-11-01 03:30:00,1.065291667,1.4642273590821964
2015-11-01 04:00:00,1.39170389,1.2929556702959377
2015-11-01 04:30:00,1.538926667,1.4962789698515124
2015-11-01 05:00:00,1.57790778,1.6261140733517023
2015-11-01 05:30:00,1.7055483330000003,1.666813951122689
2015-11-01 06:00:00,1.5135722219999999,1.7570596170696033
2015-11-01 06:30:00,2.035146667,1.6293983467870365
2015-11-01 07:00:00,2.9665961120000004,1.9758528502851183
2015-11-01 07:30:00,2.8568999999999996,2.6514747738345963
2015-11-01 08:00:00,3.134598888,2.673565025537671
2015-11-01 08:30:00,1.939957779,2.906419904981754
2015-11-01 09:00:00,2.715285556,2.1097615908395184
2015-11-01 09:30:00,3.6180794449999993,2.569284283012008
2015-11-01 10:00:00,2.9255694439999993,3.210288838475103
2015-11-01 10:30:00,3.439351109,2.8567448201395034
2015-11-01 11:00:00,4.766332778,3.210900832309151
2015-11-01 11:30:00,4.782135,4.124932778613536
2015-11-01 12:00:00,3.3530927779999997,4.234783041966946
2015-11-01 12:30:00,4.4055749980000005,3.344074569589557
2015-11-01 13:00:00,3.973433333,3.9871719472272664
2015-11-01 13:30:00,4.821448333000001,3.695127911673391
2015-11-01 14:00:00,2.119774999,4.311377253704275
2015-11-01 14:30:00,4.347121668,2.5404072796545485
2015-11-01 15:00:00,5.0387250020000005,3.9027889466622887
2015-11-01 15:30:00,6.769018889,4.3922041502004205
2015-11-01 16:00:00,2.7983311120000005,5.734220538317254
2015-11-01 16:30:00,4.246687221,3.1843723933674397
2015-11-01 17:00:00,4.332641667,3.9668165727961604
2015-11-01 17:30:00,4.35245,3.9134791843596424
2015-11-01 18:00:00,9.695206109,4.029956380372618
2015-11-01 18:30:00,4.053449441000001,7.745263888335467
2015-11-01 19:00:00,2.5640350009999997,4.277330635777535
2015-11-01 19:30:00,2.1508433350000002,3.031461165465909
2015-11-01 20:00:00,2.634452777,2.41487111698655
2015-11-01 20:30:00,2.097195553,2.625818304482134
2015-11-01 21:00:00,1.897823886,2.318559066140876
2015-11-01 21:30:00,2.068101665,2.233733707054768
2015-11-01 22:00:00,2.337242778,2.1903295522172046
2015-11-01 22:30:00,1.4421544450000003,2.3091776673201827
2015-11-01 23:00:00,0.8067361109999999,1.702363409699073
2015-11-01 23:30:00,0.9782227779999999,1.215647340934314
2015-11-02 00:00:00,1.2138366649999999,1.2319820674874147
2015-11-02 00:30:00,0.9062749990000001,1.3652354878639819
2015-11-02 01:00:00,0.804066111,1.1808526860100355
2015-11-02 01:30:00,0.857556667,1.0977284534537342
2015-11-02 02:00:00,1.398722223,1.0868314431334565
2015-11-02 02:30:00,0.866638331,1.4367615095767392
2015-11-02 03:00:00,0.775191667,1.1151135088562816
2015-11-02 03:30:00,0.8829305549999998,1.0421135491382834
2015-11-02 04:00:00,1.493396111,1.079550824234317
2015-11-02 04:30:00,1.376177777,1.4955897382084284
2015-11-02 05:00:00,3.8426805560000004,1.4699432192357058
2015-11-02 05:30:00,1.651500556,3.1888188097933865
2015-11-02 06:00:00,1.4663427750000002,1.8537477884080178
2015-11-02 06:30:00,1.8436033329999995,1.6816560588870146
2015-11-02 07:00:00,2.082892777,1.843016815155927
2015-11-02 07:30:00,1.827907224,2.0301692998287604
2015-11-02 08:00:00,1.104346111,1.9147635080902146
2015-11-02 08:30:00,1.4110872190000001,1.4509005571459528
2015-11-02 09:00:00,1.280011667,1.5568561903049778
2015-11-02 09:30:00,2.153080002,1.4438414398423969
2015-11-02 10:00:00,3.014142224,2.0515823161768774
2015-11-02 10:30:00,1.9218261120000002,2.7044104551888646
2015-11-02 11:00:00,1.3566761090000004,2.047688446140637
2015-11-02 11:30:00,0.9704516669999999,1.6110781596274424
2015-11-02 12:00:00,1.2559200000000001,1.260125236079501
2015-11-02 12:30:00,1.499243332,1.4023694892609693
2015-11-02 13:00:00,1.1629477760000002,1.5972862201415197
2015-11-02 13:30:00,0.8381083340000001,1.4100622580306736
2015-11-02 14:00:00,0.798669446,1.1493792506896203
2015-11-02 14:30:00,1.8487716650000001,1.0614797361662593
2015-11-02 15:00:00,2.79906,1.7502448717242187
2015-11-02 15:30:00,2.1986161099999997,2.480133823682785
2015-11-02 16:00:00,1.4084594440000002,2.1907125227944024
2015-11-02 16:30:00,2.6484094430000003,1.6464541562364667
2015-11-02 17:00:00,2.93935889,2.405977673291686
2015-11-02 17:30:00,6.730481669,2.663332782853857
2015-11-02 18:00:00,4.73796,5.3716053434545215
2015-11-02 18:30:00,3.107221115,4.324585452977055
2015-11-02 19:00:00,2.567822778,3.229701526783537
2015-11-02 19:30:00,2.562252221,2.6585986580069285
2015-11-02 20:00:00,3.2050138880000003,2.558744542531938
2015-11-02 20:30:00,3.475094443,3.01576435857693
2015-11-02 21:00:00,5.279322778999999,3.3176368435322487
2015-11-02 21:30:00,2.917841666,4.5607522187737555
2015-11-02 22:00:00,5.084720557,3.038537176236877
2015-11-02 22:30:00,2.6731499999999997,4.415476104730997
